psraid,sample,int_date,lang,form,llitext1,qs1,live1,reg,oftvote,eminuse,intmob,home3nw,bbhome1f1,bbhome1f2,bbhome2,device1a,smart1,intfreq,device1b,device1c,device1d,act112,act124,act125,act135,act136,act127,act128,act129,sns2a,sns2b,sns2c,sns2d,sns2e,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q2a,q2b,q2c,q2d,q2e,q2f,q3,q4,books1,books2a,books2b,books2c,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q8d,libusea,libuseb,libusec,lib_frq,libst_frq,libapp_frq,libmob,libvisit,ebk_awr,ebk_brw,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q10,q11a,q11b,q11c,q11d,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q16a,q16b,q17a,q17b,q17c,q17d,q18a,q18b,q18c,q18d,sex,age,marital,par,kidage1,educ2,emplnw,disa,party,partyln,ideo,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,hh1,hh3,zipcode,usr,cregion,state,weight,standwt
204952,2,40216,1,2, ,2,1,2, ,1,1, , ,2, , ,1,2,2,1,1, , , , , ,1,1,2, , , , , ,2,1,2,2,2,2,2,2,4,1,4,1,1,4,2,1,10,1,2,1,2, ,5,5,2,2,3,3,1,1,3,4,3, ,2,3,2, ,2,2,2, , ,2,2,1, , ,1,1,2, , , ,1,1,1,1,1,1,1,1,1,1,2,1, , ,2,1, , ,1,2,2,20,6,2, ,4,7,2,3,1,3,2,1, , , , ,1,1, ,70609,S,3,22,5.3125,1.75197849914207
204955,2,40216,1,1, ,2,4,1,1,1,1,1,2, , , ,1,2,2,1,2,2,2,2,1,2, , , , , , , ,1,2,1,2,2,1,1,2,2,4,2,2,2,1,4,2,1,0, , , , , , , ,2,4,1,2,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,8,2,2,2,2,2,2,2,1,1, , ,3,3, , ,1,36,1,1,1,6,1,2,1, ,1,2,1, , , , ,9,2,2,79782,R,3,48,3.09375,1.02026983185332
204962,2,40316,1,2, ,2,4,3, ,1,1, , ,2, , ,1,2,2,1,1, , , , , ,1,2,2, , , , , ,2,1,2,1,2,1,2,2,1,1,4,3,1,3,2,1,1,1,2,2, , , , ,1,2,1,2,2,1,3, ,4, ,1,3,1,2, , , , , , , ,2, , , , ,2, , , ,2,2,2,1,2,1,1,1,1,1,2,2, , ,2,1, , ,2,3,1,36,6,2, ,3,1,2,3,8,2,2,1, , , , ,7,1, ,37187,S,3,47,1.53125,.504982037988008
204977,2,40216,1,2, ,2,2,1,4,1,1, , ,2, , ,1,2,2,1,1, , , , , ,1,2,2, , , , , ,1,1,2,8,1,1,1,2,4,1,4,2,1,4,2,1,20,1,1,1,2, ,2,4,1,1,1,1,1,1,3,3,4, ,2,3,1,2,1,2,1, , ,2,2,1, , ,2,2,2, , , ,2,1,1,1,1,1,2,2,2,1,1,1, , ,2,2, , ,1,3,1,32,1,1,1,5,1,2,4,9,2,2,1, , , , ,8,6,2,84043,S,4,49,3.9375,1.29852524054059
204985,2,40216,1,2, ,2,1,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,1,2, , , , , ,2,2,2,1,1,2,2,1,2,2,2,2,1,3,2,2,10,1,2,2, , , , ,3,3,1,3,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,1,2,2,3,2,1, , ,1,1, , ,1,1,2,25,6,2, ,8,1,2,2, ,4,2,1, , , , ,6,1, ,94114,U,4,6,2.65625,.875989249571033
204987,2,40216,1,2, ,2,3,1,3,1,1, , ,2, , ,1,1,2,2,1, , , , , ,2,1,2, , , , , ,1,1,2,1,2,2,2,2,4,1,1,1,1,4,2,1,0, , , , , , , ,5,2,2,1,2,3,2, , , , ,2,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,1,2,4,2,3,2, , ,1,1, , ,3,4,1,47,3,1,0,3,1,2,1, ,3,2,1, , , , ,6,3,1,16701,R,1,42,2.6875,.88629500544834
204990,2,40216,1,1, ,2,4,1,1,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,1,1,1,2,1,1,2,2,1,1,2,2,4,2,2,1,8,1,2,2, , , , ,1,3,1,2,1,3,3,4, , , ,3,1,2,1,1,2,2,1, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1,1,3, , ,2,1, , ,2,79,5,2, ,2,5,2,4,2,2,2,1, , , , ,6,1, ,38843,R,3,28,1.78125,.587428085006458
205003,2,40216,1,1, ,2,1,3, ,1,1,1,1, ,2, ,1,1,2,2,1,2,2,2,1,2, , , , , , , ,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,0, , , , , , , ,1,1,1,1,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,2,3,2,2,3,2,3,3,1,2, , ,3,4, , ,1,23,6,2, ,4,1,2,1, ,2,1,7, , , ,1,5,1, ,92055,S,4,6,4.8125,1.58708640510517
205010,2,40216,1,1, ,2,2,1,1,1,1,1,2, , , ,1,2,2,1,1,1,1,1,1,1, , , ,1,3,5,1,1,1,2,2,2,1,1,2,1,4,1,4,1,1,4,2,1,25,1,2,1,1, ,5,1,1,1,1,1,1,1,3,4,4, ,1,3,1,1,1,2,2,2,2, , ,2, , , , ,2,2,2,2, , , ,1,2,2,2,2,2,2,2,2,3,3, , ,4,3, , ,1,39,1,1,1,8,1,2,3,1,2,2,1, , , , ,9,4,2,63304,S,2,29,3.1875,1.05118709948524
205014,2,40216,1,2, ,2,3,3, ,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,2,2,2,2,4,1,1,1,4,1,2,1,1,1,2,2, , , , ,5,3,1,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,8,2,2,3,1,1,3, , ,1,1, , ,2,2,2,67,5,2, ,2,3,1,2, ,8,2,1, , , , ,2,2,2,47170,R,2,18,2.40625,.793543202552583
205019,2,40216,1,2, ,2,3,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,2,2, , , , , ,1,2,2,2,2,2,2,2,4,2,4,4,1,4,1,2,0, , , , , , , ,4,1,4,5,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,2,2,1,1,1,1,2,1, , ,2,2, , ,2,2,2,22,2,1,2,5,1,2,2, ,3,2,2, , , , ,4,5,2,32720,S,3,12,4.5,1.4840288463321
205021,2,40216,1,2, ,2,1,1,1,1,2, , ,2, , ,1,2,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,1,8,2,2,3,1,2,2,3,2,8,9,10,1,2,2, , , , ,2,1,1,2,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,9,1,1,1,1,1,1,3,1, , ,3,1, , ,1,2,1,68,5,2, ,8,8,2,2, ,9,2,8, , , , ,6,1, ,92410,U,4,6,1,.329784188073801
205025,2,40216,1,2, ,2,2,1,1,1,1, , ,2, , ,1,3,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,2,3,4,1,2,1,4,2,1,3,1,2,2, , , , ,5,2,2,2,1,3,3,3, , , ,3,8, ,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,2,1,1,1,1,1,1,1, , ,2,1, , ,2,2,1,64,3,2, ,6,2,2,2, ,4,2,1, , , , ,3,1, ,32792,S,3,12,1,.329784188073801
205032,2,40216,1,1, ,2,4,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,2,1,2, , , , , , , ,1,2,1,1,2,2,1,2,1,4,3,4,1,1,4,2,1,0, , , , , , , ,2,5,1,2,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,8,1,2,2,2,8,2,3,2,2,3, , ,3,4, , ,1,54,1,2, ,3,1,2,3,1,2,2,1, , , , ,8,3,3,14624,S,1,36,3.59375,1.18516192589022
205035,2,40216,1,2, ,2,4,1,1,1,1, , ,2, , ,1,2,1,2,1, , , , , ,2,2,2, , , , , ,2,2,1,1,2,1,2,1,4,3,1,1,1,4,2,1,50,1,2,1, ,1,5,5,5,1,1,2,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,2,2,2,2,2,2,2,2,1, , ,2,1, , ,2,2,1,67,6,2, ,6,3,2,3,2,5,2,1, , , , ,4,1, ,28387,R,3,37,2.15625,.711097155534133
205037,2,40216,1,1, ,2,2,3, ,1,1,1,2, , , ,1,1,1,1,1,2,1,2,1,1, , , , ,6, ,1,1,1,2,2,2,2,1,2,2,4,2,1,2,2,3,2,8,0, , , , , , , ,1,1,2,1,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,2,1,2,2,3,8,1,1,1,1,1, , ,8,3, , ,1,41,1,1,1,6,1,2,3,9,4,2,3, , , , ,8,3,2,07010,S,1,34,3.59375,1.18516192589022
205040,2,40216,1,2, ,2,2,1,1,1,1, , ,2, , ,1,2,2,1,1, , , , , ,1,2,1, , , , , ,2,1,1,1,1,1,2,1,4,1,4,1,1,4,2,1,10,1,1,1,2, ,5,5,1,2,2,2,2,2,2, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,8,2,8,1,8,1,3,8, , ,2,1, , ,2,4,1,39,6,2, ,6,1,2,3,2,9,2,1, , , , ,99,1, ,28202,U,3,37,1.21875,.401924479214945
205045,2,40216,1,1, ,2,3,1,2,1,2,1,3, , , ,2,3,2,2,1,2,2,2,1,2, , , , , , , ,3,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,8,97,2,1,2, , , , ,6,1,1,2,1,3,3,2, , , ,3,8, ,2,1,2,2,2, , ,2, , , , ,2, , , , , , ,1,2,8,2,8,2,2,1,1,2,2, , ,2,2, , ,2,55,6,2, ,3,6,1,9,9,8,2,1, , , , ,2,1, ,07031,S,1,34,2.875,.948129540712177
205046,2,40216,1,2, ,2,1,1,4,1,1, , ,2, , ,1,1,2,2,1, , , , , ,2,1,2, , , , , ,1,2,1,2,1,1,2,2,2,3,2,1,1,3,2,2,15,1,2,2, , , , ,1,1,2,2,1,1,3,2,2, ,2,3,1,1,1,1,1, , ,2,1,1, , ,2,1,2, , , ,2,2,1,1,2,8,2,2,2,1,1,1, , ,2,1, , ,2,3,1,23,6,2, ,6,2,2,2, ,4,2,3, , , , ,3,4,3,10002,U,1,36,1.71875,.566816573251845
205047,2,40216,1,2, ,2,3,1,2,1,2, , ,2, , ,2,2,2,2,1, , , , , ,2,2,2, , , , , ,2,2,1,2,1,1,2,2,2,2,3,1,3,3,2,3,30,1,2,2, , , , ,2,1,2,2,1,1,3,3,3, ,2,3,1,2,1,1,1, , ,2,1,1, , ,1,2,2, , , ,2,1,1,1,8,2,1,1,2,2,1,1, , ,1,1, , ,1,1,2,59,6,2, ,6,2,2,2, ,5,2,1, , , , ,4,1, ,07087,S,1,34,4.46875,1.4737230904548
205049,2,40216,1,1, ,2,2,1,2,1,2,1,2, , , ,2,2,2,2,1,2,2,2,1,2, , , , , , , ,1,2,1,2,1,1,1,2,2,4,1,4,2,1,4,2,1,10,1,2,2, , , , ,3,1,1,4,1,3,3,1, , , ,3,1,2,2,2,1,2,2, , ,1,1,1, , ,1, , , , , , ,1,2,1,2,2,2,1,2,1,1,3, , ,2,2, , ,1,48,3,1,0,5,1,2,3,2,5,2,1, , , , ,4,2,1,01581,S,1,25,1.84375,.60803959676107
205064,2,40216,1,2, ,2,2,3, ,1,1, , ,2, , ,1,1,2,2,1, , , , , ,2,1,2, , , , , ,1,2,2,2,2,1,2,2,2,2,2,2,1,3,1,2,8,1,1,2, , , , ,1,5,4,3,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,2,2,2,3,3,2,2,2,2, , ,2,1, , ,2,1,1,19,6,2, ,4,1,2,8,8,3,1,7, , , ,1,1,3,3,12701,R,1,36,2.9375,.96874105246679
205070,2,40216,1,2, ,2,1,1,1,1,2, , ,5, , ,2,1,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,2,0, , , , , , , ,1,5,5,2,1,2,3,4, , , ,3,1,1,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,2,1,1,1,1,1,1,3,1, , ,1,1, , ,1,3,1,99,3,2, ,6,1,2,1, ,2,2,1, , , , ,3,1, ,64745,R,2,29,1.40625,.463759014478782
205071,2,40216,1,1, ,2,1,2, ,1,1,1,2, , , ,1,1,1,2,1,2,1,2,1,2, , , , ,5, , ,2,2,2,8,1,1,2,2,2,1,2,2,1,1,4,9,2,5,1,2,2, , , , ,3,1,3,3,1,1,3,1,1, ,1,3,1,1,1,2,2,1,2, , ,1,1,1, , ,2,1,1,2, , , ,1,1,1,1,1,9,1,1,1,2,2, , ,2,1, , ,2,29,6,2, ,8,1,2,2, ,4,2,3, , , , ,6,3,3,11229,U,1,36,2.625,.865683493693727
205078,2,40216,1,2, ,2,2,1,2,1,1, , ,2, , ,1,2,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,1,1,1,1,2,2,2,1,2,3,1,2,8,1,2,2, , , , ,5,1,1,2,1,1,3,3,4, ,2,3,1,2,1,1,1, , ,2,2,1, , ,2,2,2, , , ,2,1,1,1,2,2,2,1,2,1,1,1, , ,1,1, , ,1,2,2,53,1,2, ,6,2,2,3,2,4,2,1, , , , ,7,3,3,48093,S,2,26,1.78125,.587428085006458
205083,2,40216,1,2, ,2,1,1,1,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,1,2,2,2,1,1,1,3,1,3,3,1,3,2,1,30,1,2,1,4, ,5,5,1,2,2,1,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,2,2,4,1,2,1,1,3,1, , ,1,1, , ,1,4,1,39,1,2, ,3,1,2,2, ,5,2,1, , , , ,9,2,2,85251,U,4,4,3.1875,1.05118709948524
205085,2,40216,1,2, ,2,3,3, ,1,1, , ,2, , ,1,4,2,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,3,3,2,3,2,3,1,2,2,1,2,1,5, ,3,5,5,3,4,5,2,3,2, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,8,3,3,1,4,1,3,3,2, , ,2,1, , ,2,2,1,73,1,2, ,6,3,2,2, ,3,2,1, , , , ,2,2,2,37090,S,3,47,2.15625,.711097155534133
205086,2,40216,1,1, ,2,4,3, ,1,1,1,2, , , ,1,3,2,1,2,2,2,1,1,2, , , , , ,3, ,2,2,2,2,1,2,1,2,2,1,2,3,1,2,3,2,1,0, , , , , , , ,3,5,1,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,1, , , , , , ,1,1,1,2,2,2,1,2,1,2,2, , ,2,3, , ,1,20,2,1,1,3,2,2,8,8,8,2,1, , , , ,3,3,2,14770,R,1,36,3.65625,1.20577343764483
205091,2,40216,1,1, ,2,1,1,4,1,1,1,2, , , ,1,1,2,1,1,2,1,2,1,1, , , , ,3, ,3,3,2,2,2,2,2,2,8,2,2,2,4,2,1,3,2,1,15,1,2,1,5, ,5,2,3,1,1,2,1,3,3,4, , , ,3,8, ,1,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,1,2,2,1,1,1,3,1,1,2, , ,2,2, , ,2,26,6,2, ,6,1,2,3,2,4,2,1, , , , ,3,2,2,11375,U,1,36,3.34375,1.10271587887177
205096,2,40216,1,1, ,2,2,3, ,1,1,1,2, , , ,1,1,1,1,1,2,1,1,1,1, , , , ,6,6,1,3,1,1,2,1,1,1,2,1,2,2,2,1,1,4,1,2,20,1,2,1,2,5,5,2,1,2,1,2,1,1,3,4,4, ,2,3,1,2,1,2,2,2,2, , ,2, , , , ,2,2,1,1, , , ,1,2,3,2,1,4,2,3,2,1,1, , ,1,1, , ,1,31,1,1,2,7,1,2,2, ,2,2,3, , , , ,8,7,3,08879,S,1,34,2.34375,.772931690797971
205104,2,40216,1,2, ,2,3,1,2,1,2, , ,8, , ,2,2,2,1,1, , , , , ,2,2,2, , , , , ,1,2,2,1,1,2,2,2,4,2,2,4,2,2,1,2,15,1,2,2, , , , ,1,1,1,1,1,3,3,4, , , ,3,8, ,1,1,2, , ,2,2,1, , ,2,2,2, , , , , , ,1,2,2,2,3,8,1,2,1, , ,3,1, , ,4,4,2,30,1,2, ,6,1,2,4,2,5,2,1, , , , ,4,4,4,04103,U,1,23,2.53125,.834766226061808
205108,2,40216,1,1, ,2,2,1,2,1,2,1,2, , , ,1,1,2,2,1,2,2,2,1,2, , , , , , , ,3,2,2,2,1,2,2,2,1,2,3,1,3,1,1,1,2,1,1,2,2, , , , ,3,3,1,3,1,3,3,4, , , ,1,2, ,1,2,2,1,2, , ,2, , , , ,2, , , , , , ,1,1,1,1,3,1,1,1,1,3,3, , ,2,2, , ,1,99,1,1,0,8,1,2,9,9,2,2,3, , , , ,8,5,5,11563,S,1,36,1.3125,.432841746846864
205110,2,40216,1,2, ,2,4,1,3,1,1, , ,2, , ,1,2,1,1,1, , , , , ,2,1,1, , , , , ,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,3,2,1,1,2,5,2,3,1,3,1,4,1,1,1,4,4,4,2,3,1,1,2,1,2, , ,1,2,1, , ,2,1,2, , , ,1,2,2,1,1,3,1,1,3,4,2,1, , ,1,1, , ,1,2,1,55,2,2, ,4,1,1,3,9,4,1,1, , , ,1,7,2,2,18067,S,1,42,2.375,.783237446675277
205118,2,40216,1,1, ,2,3,1,4,1,1,1,2, , , ,1,1,2,1,1,1,1,2,1,2, , , ,9,3, , ,1,1,1,1,1,9,1,2,1,4,4,4,1,1,4,2,1,97,1,1,2, , , , ,1,2,1,1,1,1,3,1,3, ,1,3,1,2,1,2,1,2,2, , ,1,1,1, , ,2,2,2,2, , , ,1,4,4,2,4,4,1,1,3,1,3, , ,8,8, , ,2,26,6,2, ,6,1,2,9,2,3,2,2, , , , ,7,4,2,11520,S,1,36,2.46875,.814154714307196
205121,2,40216,1,1, ,2,3,3, ,1,1,1,2, , , ,1,2,2,1,1,2,2,2,1,2, , , , , , , ,3,1,1,2,2,1,1,2,2,4,2,3,3,1,3,2,2,15,1,2,2, , , , ,2,3,2,2,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,2,2,2,1,2,1,1,2, , ,2,3, , ,1,25,1,2, ,6,1,2,3,1,2,2,1, , , , ,4,2,2,03801,S,1,33,3.21875,1.06149285536255
205131,2,40216,1,1, ,2,4,3, ,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,2,1,3,1,4,2,1,2,3,8,2,2, , , , ,5,3,4,4,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,1,1,1,1,1,1,3,1,2,2, , ,2,1, , ,1,63,3,2, ,3,3,2,3,8,3,2,1, , , , ,99,2,2,08094,S,1,34,3.875,1.27791372878598
205132,2,40216,1,2, ,2,3,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,1,2,2,2,4,3,4,1,2,4,2,3,2,1,1,2, , , , ,1,2,2,2,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,1,1,2,1,3,1, , ,2,1, , ,1,2,2,28,2,2, ,5,1,2,2, ,3,1,7, , , ,3,6,2,2,07109,U,1,34,6.9375,2.28787780476199
205149,2,40216,2,1, ,2,1,1,1,1,1,2, , , , ,1,2,2,2,1,2,2,2,2,2, , , , , , , , ,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,8,0, , , , , , , ,2,4,3,4,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,2,2,8,8,2,4,2,8,8,3,3, , ,3,3, , ,1,60,2,2, ,6,1,8,1, ,4,1,5, , , ,2,4,3,3,10040,U,1,36,1.1875,.391618723337638
205151,2,40316,1,2, ,2,4,3, ,1,1, , ,2, , ,1,3,2,2,2, , , , , ,2,2,2, , , , , ,2,2,1,2,2,2,2,1,3,1,4,4,4,3,1,1,0, , , , , , , ,2,5,3,2,1,3,3,4, , , ,3,2, ,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,3,1,1, , ,1,1, , ,2,4,1,45,2,1,0,3,1,2,3,8,2,2,1, , , , ,3,3,2,46570,R,2,18,2.25,.742014423166052
205153,2,40216,2,2, ,2,3,3, ,2,1, , ,4, , ,2,4,2,1,2, , , , , ,2,1,2, , , , , ,2,2,2,2,2,1,2,2,2,8,2,2,2,2,2,1,3,1,2,1,8, , ,5,1,2,3,3,1,3,3,2, , , ,3,1,2,2,1,1, , ,1,2,1, , ,1,2,2, , , , , , ,1,2,2,1,1,3,2,1,1, , ,2,1, , ,2,2,2,28,6,1,0,3,1,2,3,8,4,1,1, , , ,3,2,4,2,73139,U,3,40,6.5,2.14359722247971
205156,2,40216,1,1, ,2,1,1,1,1,1,1,2, , , ,1,2,2,1,1,2,2,1,1,2, , , , , ,3, ,2,2,2,2,2,1,1,2,1,1,1,4,2,1,4,1,2,99, , , , , , , ,5,1,1,2,1,1,1,2,3,1,1,3,1,1,1,2,2,2,2, , ,2, , , , ,2,1,1,1, , , ,1,2,2,1,1,2,1,1,2,2,3, , ,3,3, , ,2,50,2,2, ,8,1,2,3,2,3,2,1, , , , ,8,2,2,85027,U,4,4,2.15625,.711097155534133
205162,2,40216,1,1, ,2,3,1,2,1,1,2, , , , ,1,2,2,1,2,2,2,2,1,2, , , , , , , ,2,1,2,2,1,1,1,2,1,3,2,1,2,1,3,2,2,1,1,2,2, , , , ,1,4,1,2,2,2,3, , , , ,2,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,2,1,2,1,1,1,1,1, , ,2,2, , ,1,38,6,1,0,4,1,2,3,9,3,2,2, , , , ,1,2,1,93706,U,4,6,5.59375,1.84473030203782
205165,2,40216,1,2, ,2,1,1,2,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,1,2, , , , , ,2,1,2,1,2,2,2,2,2,2,2,3,1,3,1,2,12,1,1,2, , , , ,3,5,1,3,1,3,3,4, , , ,3,2, ,1,2,1, , ,2,2,1, , ,2,2,2, , , , , , ,2,3,3,2,2,3,1,2,1, , ,1,1, , ,2,3,1,17,6,2, ,3,2,2,1, ,3,2,1, , , , ,7,4,3,91201,U,4,6,1.78125,.587428085006458
205168,2,40216,1,2, ,2,1,1,1,1,1, , ,2, , ,1,3,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,2,4,2,1,4,2,1,3,1,2,2, , , , ,5,3,2,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,2,2,3,2,2,1, , ,1,1, , ,1,2,2,51,3,2, ,4,1,2,2, ,9,2,2, , , , ,6,1, ,20001,U,3,11,3.0625,1.00996407597602
205176,2,40216,1,2, ,2,3,1,1,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,3,3,3,2,3,2,2,0, , , , , , , ,3,3,5,4,1,2,3,4, , , ,3,8, ,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,1,2, , ,2,2,1,44,6,1,0,7,1,2,3,9,3,2,2, , , , ,3,2,1,48111,S,2,26,3.25,1.07179861123985
205178,2,40216,1,1, ,2,3,1,1,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,3,1,2,2, , , , ,3,1,2,5,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , ,2,2, , ,2,55,5,2, ,4,2,2,2, ,1,2,2, , , , ,1,1, ,39307,R,3,28,2.40625,.793543202552583
205186,2,40216,1,2, ,2,2,1,5,1,1, , ,2, , ,1,2,2,2,2, , , , , ,1,1,2, , , , , ,1,2,2,2,3,1,2,2,4,2,2,1,1,2,2,1,2,1,1,1, , , ,2,2,2,1,1,1,3,3,4, , , ,3,1,2,1,1,2, , ,2,1,1, , ,2,2,2, , , , , , ,1,2,3,3,2,4,1,3,2, , ,1,1, , ,1,4,1,17,6,2, ,2,4,2,2, ,4,2,2, , , , ,4,5,2,77075,U,3,48,2.375,.783237446675277
205189,2,40216,1,1, ,2,2,1,1,1,1,1,2, , , ,1,2,1,1,1,1,1,1,1,1, , , ,6,1,5,6,1,2,2,2,2,1,1,2,2,1,1,4,1,1,4,2,1,12,1,2,2, , , , ,1,1,1,1,2,2,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,2,1,1,2,3,1,2,1,2,2, , ,1,2, , ,2,62,3,2, ,8,1,2,3,1,3,2,1, , , , ,8,1, ,21401,S,3,24,2.25,.742014423166052
205191,2,40216,1,1, ,2,2,1,2,9,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,1,2,1,1,1,1,2,1,4,1,4,1,1,4,2,1,3,1,2,2, , , , ,2,2,2,3,1,1,1,1,2,3,2,1,8, ,1,1,1,1,1, , ,1,1,1, , ,2,1,1,1, , , ,1,1,1,1,1,1,1,1,3,2,3, , ,1,1, , ,2,58,3,2, ,4,2,1,2, ,3,8,2,5, , , ,3,1, ,31904,U,3,13,4.78125,1.57678064922786
205193,2,40316,1,2, ,2,3,3, ,2,2, , , , , ,1, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,1,2,4,4,1,1,0, , , , , , , ,5,1,2,5,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,2,2,2,3,3, , ,2,1, , ,3,2,2,81,5,2, ,2,4,1,2, ,5,2,1, , , , ,2,1, ,47274,R,2,18,2.6875,.88629500544834
205201,2,40216,1,2, ,2,1,1,2,1,1, , ,2, , ,1,1,1,1,1, , , , , ,2,1,2, , , , , ,1,2,1,2,1,1,2,1,2,2,2,2,1,3,2,2,10,1,2,1,4,3,3,5,1,1,3,2,1,1,3,4,4, ,1,3,1,2,1,2,1, , ,2,2,1, , ,1,2,2, , , ,2,1,1,1,1,1,1,2,3,1,2,1, , ,2,1, , ,2,4,2,21,6,2, ,4,2,2,3,2,4,2,1, , , , ,1,6,6,85719,U,4,4,3.90625,1.28821948466328
205208,2,40216,1,1, ,2,3,1,2,1,1,1,4, , , ,1,2,1,2,1,2,2,2,1,2, , , , , , , ,6,1,2,1,1,1,1,1,2,4,2,2,2,2,2,2,1,2,1,2,2, , , , ,1,1,1,1,3,2,2, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,2,1,1,1,1,2,1,2,2,3,2, , ,2,1, , ,1,60,1,2, ,3,1,2,2, ,3,2,2, , , , ,5,2,2,50315,U,2,19,2.78125,.917212273080259
205215,2,40216,1,1, ,2,1,1,1,1,1,1,2, , , ,1,2,2,1,1,1,2,1,1,1, , , ,5, ,5,6,1,2,2,1,2,1,1,2,1,2,1,1,2,1,4,2,1,0, , , , , , , ,2,4,1,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,2,1,3,1,2,2,1,2,1,2,1, , ,2,3, , ,2,55,1,2, ,8,1,2,3,1,3,1,7, , , ,3,8,2,2,33176,S,3,12,2.21875,.731708667288746
