psraid,sample,int_date,lang,form,llitext1,qs1,live1,reg,oftvote,eminuse,intmob,home3nw,bbhome1f1,bbhome1f2,bbhome2,device1a,smart1,intfreq,device1b,device1c,device1d,act112,act124,act125,act135,act136,act127,act128,act129,sns2a,sns2b,sns2c,sns2d,sns2e,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q2a,q2b,q2c,q2d,q2e,q2f,q3,q4,books1,books2a,books2b,books2c,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q8d,libusea,libuseb,libusec,lib_frq,libst_frq,libapp_frq,libmob,libvisit,ebk_awr,ebk_brw,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q10,q11a,q11b,q11c,q11d,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q16a,q16b,q17a,q17b,q17c,q17d,q18a,q18b,q18c,q18d,sex,age,marital,par,kidage1,educ2,emplnw,disa,party,partyln,ideo,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,hh1,hh3,zipcode,usr,cregion,state,weight,standwt
202515,2,32816,1,1, ,2,3,3, ,1,1,1,2, , , ,1,2,2,1,2,2,1,1,1,2, , , , ,6,2, ,2,1,2,2,1,1,2,2,2,4,3,4,2,1,2,1,2,8,1,2,1,2, , ,4,1,5,1,2,2,2,2, , , , ,3,2, , , , , , , , ,1,1,1, , ,1, , , , , , ,1,1,2,1,2,3,3,2,9,1,1, , ,3,1, , ,1,21,6,2, ,3,4,2,1, ,5,2,2, , , , ,3,5,5,33169,S,3,12,3.15625,1.04088134360793
202521,2,32416,1,2, ,2,1,9, ,2,1, , ,2, , ,2,1,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,2,1,1,3,1,1,4,2,1,0, , , , , , , ,4,5,1,2,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,3,1, , ,2,2, , ,1,2,1,63,3,2, ,3,3,2,9,9,4,2,1, , , , ,2,1, ,62526,U,2,17,2.5,.824460470184502
202529,2,32616,2,1, ,2,2,1,4,2,1,2, , , , ,2,3,2,2,1,2,2,2,1,2, , , , , , , ,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,1,1,0, , , , , , , ,1,4,1,2,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,8,1,1,1,1,1,3, , ,1,3, , ,1,60,4,2, ,2,2,2,2, ,3,1,7, , , ,3,5,4,2,60804,S,2,17,3.375,1.11302163474908
202534,2,32416,1,2, ,2,1,1,1,1,1, , ,2, , ,1,2,2,2,1, , , , , ,1,2,2, , , , , ,2,1,1,2,2,1,2,1,4,1,4,1,1,4,2,1,3,1,2,1, , ,4,5,4,4,1,5,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,2,1,1,3,2, , ,1,1, , ,2,2,1,44,1,2, ,6,1,2,3,9,3,2,2, , , , ,8,1, ,60649,U,2,17,3.25,1.07179861123985
202537,2,32416,1,2, ,2,1,3, ,1,1, , ,2, , ,1,2,2,2,1, , , , , ,1,2,2, , , , , ,2,2,2,2,2,1,2,1,2,3,1,2,1,2,1,2,30,1,2,2, , , , ,2,1,1,1,2,2,3, , , , ,3,1,2, , , , , , , ,1, , ,2,2,1, , , , , , ,1,2,2,1,2,2,2,2,1, , ,2,1, , ,2,2,1,57,6,2, ,5,8,2,3,2,4,2,1, , , , ,2,4,4,97211,U,4,41,3.5,1.1542446582583
202541,2,32416,1,2, ,2,1,1,2,1,1, , ,2, , ,1,1,1,1,1, , , , , ,2,2,2, , , , , ,2,2,1,1,1,1,2,1,4,1,2,1,1,4,2,1,30,1,2,1,3,3,5,3,2,2,1,1,1,1,3,4,4, ,1,3,1,2,1,2,1, , ,1,2,1, , ,2,2,2, , , ,2,1,2,1,1,1,1,2,1,1,2,1, , ,1,1, , ,1,3,2,30,6,2, ,5,1,2,3,2,4,2,2, , , , ,4,1, ,60616,U,2,17,6.5625,2.16420873423432
202545,2,32416,1,1, ,2,4,1,3,1,1,2, , , , ,1,5,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2, , , , ,3,5,1,5,2,3,2, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,2,2,1,1,1,1,3, , ,1,1, , ,1,52,1,2, ,3,1,2,1, ,2,2,1, , , , ,6,3,3,46052,S,2,18,3.09375,1.02026983185332
202552,2,32416,2,2, ,2,1,1,4,2,2, , , , , ,1, ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,2,1,1,2,3,2,3,3,4,3,2,1,1,1,2,2, , , , ,3,1,5,4,1,3,3,4, , , ,3,8, ,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,1,3, , ,1,2,2,71,3,2, ,3,3,1,2, ,4,1,1, , , ,3,1,1, ,33132,S,3,12,4.125,1.36035977580443
202557,2,32416,1,1, ,2,3,3, ,1,1,1,2, , , ,1,1,2,2,2,2,1,2,1,2, , , , ,1, , ,1,2,2,2,2,2,1,2,2,4,2,4,1,1,4,2,1,0, , , , , , , ,1,1,1,1,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,4,3,2,3,4,2,3,3,1,2, , ,4,2, , ,2,26,1,1,2,3,1,2,3,2,3,1,7, , , ,1,4,4,2,31313,U,3,13,6.28125,2.07145693133856
202560,2,32416,1,2, ,2,1,1,1,1,1, , ,2, , ,1,1,1,1,1, , , , , ,1,2,2, , , , , ,2,2,2,2,1,1,2,1,3,1,3,1,1,4,2,1,10,1,2,1,2,1,5,3,2,1,1,1,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,2,3,2,2,3,3,3,3, , ,1,1, , ,3,4,1,39,6,2, ,6,1,2,3,1,3,2,1, , , , ,6,2,2,11222,U,1,36,4.3125,1.42219431106827
202561,2,32416,1,2, ,2,3,1,1,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,1,2,2,2,1,2,1,4,2,3,1,1,4,2,9,0, , , , , , , ,5,1,1,2,2,2,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,3,2,2,1,3,2,2,9, , ,1,1, , ,1,4,1,36,2,1,0,5,1,2,1, ,2,2,1, , , , ,7,5,2,19365,S,1,42,6.9375,2.28787780476199
202567,2,32416,1,2, ,2,3,3, ,1,1, , ,5, , ,1,2,2,2,1, , , , , ,2,1,2, , , , , ,1,1,2,2,2,1,2,2,3,2,3,2,2,3,2,1,1,1,2,2, , , , ,3,5,3,4,1,1,3,4,4, ,2,2,1,2,1,2,2, , ,2,2,2, , , , ,2, , , ,2,2,2,1,2,2,2,3,3,2,3,2, , ,2,2, , ,2,4,1,20,6,2, ,4,2,2,1, ,3,2,1, , , , ,6,3,3,24141,S,3,51,4.1875,1.38097128755904
202576,2,32416,1,1, ,2,3,1,3,1,1,1,2, , , ,1,4,2,2,1,2,2,2,1,2, , , , , , , ,3,2,2,2,2,2,1,2,2,3,1,2,1,1,3,2,1,1,1,2,2, , , , ,5,5,2,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,8,1,1,3,2,2,2, , ,3,1, , ,1,39,3,1,1,3,1,2,2, ,2,2,1, , , , ,5,4,3,01007,S,1,25,4.75,1.56647489335055
202579,2,32416,1,1, ,2,1,1,3,1,1,1,2, , , ,1,1,2,1,1,2,1,2,1,2, , , , ,1, , ,1,1,1,1,1,2,1,2,1,3,1,1,1,1,3,2,1,5,1,2,2, , , , ,1,5,1,1,1,1,3,2,4, ,1,3,1,2,2,1,1,2,2, , ,1,2,1, , ,2,2,2,2, , , ,1,1,1,1,1,1,1,1,1,1,1, , ,2,2, , ,1,34,6,1,0,5,1,2,2, ,2,2,2, , , , ,3,2,2,10469,U,1,36,4.75,1.56647489335055
202585,2,32416,1,2, ,2,3,1,1,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,2,2, , , , , ,2,1,1,2,2,1,1,1,2,1,4,1,1,3,2,1,5,1,2,1,4, ,5,5,2,2,1,4,1,1,3,3,4, ,2,3,8, ,1,2,2, , ,1,2,1, , ,2,2,2, , , ,2,2,2,1,1,1,1,1,3,1,2,1, , ,1,1, , ,1,1,1,39,1,1,1,8,1,2,3,2,2,2,1, , , , ,9,3,2,24143,U,3,51,2.71875,.896600761325646
202588,2,32416,1,2, ,2,1,3, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,1,2,2, , , , , ,1,1,1,2,1,1,2,1,2,1,2,1,1,4,2,1,4,1,2,2, , , , ,2,2,1,1,1,2,3,3, , , ,3,8, ,2,1,1, , ,2,2,1, , ,1,1,2, , , , , , ,1,1,1,1,1,2,1,2,2, , ,1,1, , ,1,1,2,21,6,2, ,6,1,2,4,8,3,2,2,3, , , ,6,3,3,33186,S,3,12,3.34375,1.10271587887177
202589,2,32416,2,2, ,2,3,3, ,1,1, , ,5, , ,1,2,2,2,2, , , , , ,1,2,2, , , , , ,2,2,2,2,2,2,2,2,4,2,2,1,2,2,2,1,2,2,2,1, , , ,4,5,3,4,3,1,3,3,4, , , ,3,2, ,1,2,1, , ,2,2,2, , , , ,2, , , , , , ,1,1,2,2,2,2,1,2,2, , ,1,2, , ,3,3,2,22,6,1,3,2,4,2,3,1,2,1,7, , , ,3,1,8,4,93234,S,4,6,6.59375,2.17451449011162
202592,2,32416,1,2, ,2,1,3, ,1,1, , ,2, , ,1,2,1,2,1, , , , , ,1,2,2, , , , , ,2,2,2,2,2,1,2,2,4,1,2,1,1,2,2,1,25,1,2,2, , , , ,5,2,3,4,1,1,3,3,4, ,1,2,8, ,1,1,1, , ,2,1,1, , ,2,2,2, , , ,2,1,2,1,2,2,1,3,8,2,3,1, , ,2,1, , ,3,4,1,64,1,2, ,6,3,1,9,9,4,2,2, , , , ,99,2,2,11225,U,1,36,1.375,.453453258601476
202601,2,32516,1,1, ,2,1,3, ,1,1,2, , , , ,1,3,2,2,1,2,2,2,1,2, , , , , , , ,1,1,2,1,1,2,2,2,1,1,1,2,3,3,1,1,2,1,1,2,2, , , , ,5,3,1,1,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,3,3,4,3,3,4,3,3,1,1, , ,4,3, , ,2,42,2,2, ,2,4,1,2, ,3,2,2, , , , ,1,2,2,10452,U,1,36,5.4375,1.79320152265129
202602,2,32516,1,1, ,2,3,3, ,1,1,1,5, , , ,1,3,2,1,2,2,1,2,1,2, , , , ,3, , ,2,2,2,2,1,2,1,2,2,2,2,3,2,2,2,2,1,5,1,2,2, , , , ,2,2,2,5,1,1,3,3,4, ,1,3,8, ,1,2,2,2,2, , ,1,1,2, , ,1,2,2,2, , , ,1,2,2,2,2,2,1,2,1,2,2, , ,2,2, , ,2,53,3,2, ,3,1,2,3,2,3,2,1, , , , ,2,2,2,96122,R,4,6,2.96875,.979046808344096
202614,2,32516,1,2, ,2,3,1,1,1,1, , ,2, , ,1,4,1,2,1, , , , , ,1,2,2, , , , , ,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,97,1,2,1, ,2,5,5,5,1,2,3,1,3,3,1, , , ,3,1,2,1,1,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,2,1, , ,1,2, , ,1,2,2,67,1,2, ,6,3,2,3,9,3,2,1, , , , ,7,2,2,32754,U,3,12,1.375,.453453258601476
202644,2,32516,1,2, ,2,2,1,2,1,2, , ,2, , ,2,3,1,2,1, , , , , ,2,2,2, , , , , ,2,1,2,2,2,1,2,2,3,3,3,2,3,2,2,1,0, , , , , , , ,5,5,1,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,1,1,1,1,2,2,3,1, , ,1,1, , ,3,3,1,77,6,2, ,6,3,1,3,2,3,2,1, , , , ,6,1, ,55435,S,2,27,2.59375,.855377737816421
202651,2,32516,1,1, ,2,2,3, ,1,1,1,2, , , ,1,2,2,2,1,2,2,2,1,2, , , , , , , ,1,2,1,2,2,1,1,2,2,3,2,3,1,1,3,2,1,0, , , , , , , ,5,5,2,5,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,1,2,1,1,1,1,3,2,2,2, , ,8,2, , ,2,30,1,2, ,6,1,2,1, ,2,2,1, , , , ,7,2,2,29680,S,3,45,3.40625,1.12332739062638
202664,2,32516,1,2, ,2,2,1,1,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,2,2, , , , , ,1,1,2,1,1,1,2,1,1,1,3,2,1,4,1,2,6,1,2,2, , , , ,1,2,4,1,1,1,1,1,1,1,1,3,1,1,1,2,2, , ,2,2,1, , ,2,2,1, , , ,1,2,1,1,1,1,1,1,1,1,1,1, , ,1,1, , ,2,2,1,47,1,1,0,6,1,2,4,9,3,2,1, , , , ,7,4,2,84020,S,4,49,2.46875,.814154714307196
202665,2,32516,1,1, ,2,2,1,1,1,1,1,2, , , ,1,1,1,1,1,2,2,1,1,1, , , , , ,5,6,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,3,1,2,2, , , , ,5,1,4,4,1,1,1,4,4,4,2,2,1,2,1,2,1,2,2, , ,1,2,2, , ,2,2,2,2, , , ,1,1,2,1,1,1,1,1,1,1,1, , ,1,2, , ,2,61,1,2, ,3,3,1,1, ,2,2,1, , , , ,8,4,4,76117,U,3,48,4.15625,1.37066553168173
202675,2,32616,1,2, ,2,3,3, ,1,1, , ,5, , ,1,1,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,2,2,4,1,4,2,1,0, , , , , , , ,5,5,3,3,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,1,1,4,4,3,3,1,2,1, , ,2,1, , ,1,2,1,36,6,1,3,2,8,1,2, ,3,2,2, , , , ,1,3,3,34221,S,3,12,4.71875,1.55616913747325
202676,2,32516,1,1, ,2,1,1,1,1,1,1,2, , , ,1,1,2,2,2,1,1,1,1,2, , , ,3,3,3, ,1,1,1,1,1,2,1,2,2,4,3,4,1,1,1,2,1,4,1,2,2, , , , ,1,1,1,1,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,1,1,3,2,3,1,2,3, , ,4,2, , ,2,53,2,2, ,2,1,2,1, ,5,2,1, , , , ,3,2,2,11385,U,1,36,2.625,.865683493693727
202679,2,32516,1,2, ,2,1,1,1,1,1, , ,2, , ,1,1,1,1,1, , , , , ,2,1,2, , , , , ,1,1,2,1,1,1,1,1,3,1,2,1,1,3,2,1,15,1,1,1,5,4,5,5,1,2,1,2,1,1,1,3,4,4,1,3,1,2,1,1,2, , ,2,2,2, , , , ,2, , , ,2,2,2,1,2,1,1,1,2,1,2,1, , ,2,2, , ,2,3,1,36,1,1,1,6,1,2,2, ,4,2,1, , , , ,8,3,2,40503,U,3,21,1.65625,.546205061497233
202680,2,32516,1,1, ,2,3,1,6,1,1,1,2, , , ,1,3,1,2,1,1,1,1,1,2, , , ,1,1,1, ,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,97,1,2,1, ,5,5,5,1,1,2,1,1,1,3,3,3, ,2,2,1,1,2,2,1,1,2, , ,1,2,1, , ,1,1,2,2, , , ,1,1,1,1,2,1,1,1,1,1,2, , ,3,3, , ,2,20,6,2, ,3,2,2,2, ,4,2,1, , , , ,1,2,2,46947,R,2,18,3.53125,1.16455041413561
202681,2,32616,1,1, ,2,3,1,3,1,1,1,2, , , ,1,2,2,1,1,1,1,2,1,1, , , ,3,3, ,3,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3,2,1,30,1,2,1,3, ,1,1,1,2,2,3,1,1,3,2,1, ,1,1,8, ,1,1,1,1,1, , ,1,1,1, , ,2,1,2,1, , , ,1,1,2,1,1,4,1,1,1,1,2, , ,1,2, , ,2,20,6,2, ,4,2,2,2, ,3,2,2, , , , ,1,1, ,40404,R,3,21,6.9375,2.28787780476199
202690,2,32616,1,1, ,2,3,9, ,1,1,1,2, , , ,1,1,1,2,1,2,2,2,1,1, , , , , , ,5,3,2,1,2,2,1,1,1,1,3,4,8,2,1,2,2,1,15,1,1,1, ,2,5,4,1,2,1,1,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,8,8,8,8,8,8,3,8,1,2, , ,1,1, , ,1,23,6,2, ,6,1,2,3,2,3,2,1, , , , ,6,3,3,32570,S,3,12,1.96875,.649262620270295
202712,2,32516,1,1, ,2,3,2, ,1,1,1,2, , , ,1,1,2,2,1,2,1,2,2,2, , , , ,1, , , ,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,10,1,2,2, , , , ,3,2,1,1,2,2,3, , , , ,1,2, , , , , , , , ,1,1,1, , ,2, , , , , , ,1,3,2,1,2,1,1,1,2,2,3, , ,3,1, , ,1,21,6,2, ,3,2,2,2, ,4,1,7, , , ,1,1,4,3,95348,U,4,6,3.875,1.27791372878598
202715,2,32516,1,1, ,2,4,1,2,1,1,1,2, , , ,1,1,2,1,1,2,2,2,2,2, , , , , , , , ,1,2,1,2,2,2,2,1,4,2,4,4,4,4,2,1,50,1,2,2, , , , ,5,1,1,3,1,3,3,2, , , ,3,1,1,1,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,8,8,2,8,4,2,1,8,2,8, , ,8,2, , ,1,85,1,2, ,2,3,1,2, ,4,2,1, , , , ,8,2,2,25414,S,3,54,4.0625,1.33974826404982
202718,2,32516,1,2, ,2,3,1,4,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,4,4,1,1,4,2,1,50,1,2,1,2, ,5,5,6,2,1,1,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,8,1,1,1,1,1,1,1,1, , ,2,1, , ,2,1,2,55,3,2, ,4,4,1,4,9,4,2,1, , , , ,1,2,2,25404,S,3,54,2.3125,.762625934920664
202721,2,32516,1,1, ,2,2,1,2,1,1,1,2, , , ,1,1,1,1,1,2,2,2,1,1, , , , , , ,2,2,2,2,1,2,1,2,2,1,3,2,3,2,2,4,2,2,2,1,2,2, , , , ,2,4,1,2,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,2,2,2,2,2,2,2,3,1,2,1, , ,2,2, , ,1,56,6,2, ,5,1,2,2, ,5,2,5, , , , ,6,2,2,97005,S,4,41,2.28125,.752320179043358
202733,2,32516,1,2, ,2,3,1,2,1,1, , ,2, , ,1,2,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,7,2,1,2, , , , ,1,1,1,2,1,3,3,2, , , ,3,2, ,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,3,2,2,2,2,2,2,2, , ,1,1, , ,2,2,2,61,5,2, ,5,3,2,2, ,2,2,1,2,5, , ,3,1, ,70570,R,3,22,3.46875,1.143938902381
202735,2,32516,1,2, ,2,3,1,3,1,1, , ,2, , ,1,2,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,1,2,1,2,1,4,3,2,4,2,3,2,1,0, , , , , , , ,1,2,2,2,1,3,3,4, , , ,3,2, ,2,2,2, , ,2,2,1, , ,2,2,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,3,2,27,6,2, ,3,1,2,3,2,3,2,1,2,5, , ,3,5,2,45504,U,2,39,3.6875,1.21607919352214
202737,2,32816,1,2, ,2,3,1,2,1,1, , ,8, , ,1,2,2,1,1, , , , , ,2,2,2, , , , , ,1,2,2,2,2,1,2,1,3,2,3,2,2,4,2,1,20,2,2,1,1, ,5,5,1,1,5,3,1,3,3,4, , , ,3,2, ,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,2,2,2,2,2,1,2,1, , ,1,2, , ,2,2,2,38,1,1,0,8,1,2,2, ,4,2,1, , , , ,8,4,2,61068,R,2,17,5.28125,1.74167274326476
202738,2,32516,1,1, ,2,4,1,2,1,1,1,2, , , ,1,2,2,2,1,2,2,2,1,2, , , , , , , ,1,1,2,2,1,2,1,2,2,1,3,2,2,1,2,2,3,0, , , , , , , ,5,3,2,2,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,1,3,2,2,3,1,1,2, , ,4,2, , ,1,49,3,2, ,3,1,2,3,2,3,2,1, , , , ,6,1, ,04732,R,1,23,2.875,.948129540712177
202739,2,32816,1,1, ,2,3,3, ,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2,2,1,4,2,4,2,4,4,2,1,0, , , , , , , ,5,3,4,5,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,8,1,3,2,1,2, , ,8,1, , ,1,48,3,2, ,3,2,2,4,8,4,2,1, , , , ,2,1, ,46035,R,2,18,2.53125,.834766226061808
202740,2,32516,1,1, ,2,2,1,1,1,1,1,2, , , ,1,1,1,2,1,2,2,1,1,1, , , , , ,5,3,1,2,2,2,1,1,1,2,1,3,2,2,1,1,3,2,2,15,1,2,2, , , , ,1,1,1,1,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,8,3,3,2,3,3,1,3,1,2,3, , ,1,2, , ,1,47,3,2, ,8,1,2,2, ,5,2,1, , , , ,6,1, ,34787,S,3,12,2.46875,.814154714307196
202742,2,32516,1,2, ,2,2,1,2,1,1, , ,2, , ,1,2,1,1,1, , , , , ,2,2,2, , , , , ,1,2,1,2,1,1,2,1,2,1,1,3,2,3,2,1,0, , , , , , , ,1,5,1,1,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,2,3,2,2,2,1,2,2, , ,2,1, , ,2,2,2,44,1,2, ,5,1,2,2, ,3,2,1, , , , ,9,5,3,21336,U,3,24,6.9375,2.28787780476199
202756,2,32816,1,2, ,2,1,2, ,1,1, , ,2, , ,1,1,2,1,1, , , , , ,2,2,2, , , , , ,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,9,1,2,2, , , , ,1,1,1,2,1,1,2,4,4, ,2,3,8, ,2,2,1, , ,2,2,2, , , , ,2, , , ,2,1,2,1,1,1,1,1,2,1,2,1, , ,1,1, , ,1,2,1,32,1,1,1,8,1,2,3,2,5,2,1,2, , , ,5,3,2,90019,U,4,6,2.625,.865683493693727
202763,2,32516,1,2, ,2,3,1,2,1,1, , ,2, , ,1,2,1,1,1, , , , , ,2,2,2, , , , , ,1,1,1,1,2,1,2,1,2,3,3,2,2,3,8,2,30,1,1,1,2,2,5,5,6,1,1,2,1,3,3,3, , , ,3,1,2,1,1,1, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,2,1,2,1,1, , ,1,1, , ,2,3,1,68,1,2, ,8,3,2,3,8,3,2,1, , , , ,9,2,2,28605,R,3,37,2.15625,.711097155534133
202776,2,32516,1,1, ,2,3,1,2,1,1,1,2, , , ,1,1,2,1,1,1,2,2,1,1, , , ,5, , ,3,1,2,2,1,2,1,1,1,1,3,3,3,3,1,3,2,2,3,1,2,2, , , , ,2,3,1,2,2,2,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,1,3,3,1,2,1,1,2, , ,3,2, , ,2,55,3,2, ,6,4,2,1, ,2,2,1, , , , ,8,3,3,42071,R,3,21,1.53125,.504982037988008
202796,2,32616,1,1, ,2,3,1,1,1,1,1,2, , , ,1,4,2,2,1,2,2,2,1,2, , , , , , , ,5,1,1,2,1,2,1,2,1,4,9,2,2,2,1,1,2,50,1,2,1, , ,4,5,1,4,1,1,1,3,3,3, , , ,3,8, ,1,2,2,1,1, , ,2, , , , ,2, , , , , , ,1,2,2,1,2,3,1,2,1,2,2, , ,2,2, , ,1,99,1,2, ,6,1,2,3,2,3,2,1, , , , ,8,3,3,45504,U,2,39,1.0625,.350395699828413
202800,2,32616,1,1, ,2,3,1,4,2,2, , , , , ,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,1,2,2,4,2,4,2,4,4,2,1,0, , , , , , , ,5,4,1,5,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,8,1,1,8,2,8,1,1,1,8, , ,4,8, , ,1,77,1,2, ,3,3,2,2, ,3,1,7, , , ,1,1,2,2,76821,R,3,48,2.34375,.772931690797971
202803,2,32616,1,2, ,2,2,1,4,1,1, , ,2, , ,2,2,2,1,1, , , , , ,2,2,2, , , , , ,2,2,1,2,2,1,2,1,4,1,2,1,1,3,2,1,30,1,2,1,3, ,5,5,5,3,2,4,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,2,1,1,1,2,2,1,2,1, , ,2,1, , ,2,4,2,63,9,2, ,5,1,1,3,2,4,2,1, , , , ,4,4,3,45150,S,2,39,4.6875,1.54586338159594
202806,2,32916,1,2, ,2,4,3, ,1,1, , ,2, , ,1,2,2,1,1, , , , , ,2,1,1, , , , , ,2,2,2,1,2,2,2,2,1,2,3,2,1,2,1,3,0, , , , , , , ,1,4,2,1,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,2,1,2,8,1,2,1, , ,1,2, , ,1,2,2,21,6,2, ,4,2,2,3,8,8,2,3, , , , ,2,3,2,66441,R,2,20,3.21875,1.06149285536255
202807,2,32616,1,1, ,2,2,3, ,1,1,1,2, , , ,1,2,1,1,1,2,1,2,1,2, , , , ,3, , ,1,2,2,2,1,3,1,2,2,3,1,1,1,2,2,2,1,97,2,2,1,1,1,1,4,6,1,1,2,2,1,3, ,4, ,1,3,8, , , , , , , , ,2, , , , ,1,1,2,2, , , ,1,2,2,1,3,2,1,1,1,1,2, , ,3,2, , ,2,68,5,2, ,8,3,1,1, ,2,2,1,5, , , ,4,1, ,34293,S,3,12,1.6875,.556510817374539
202811,2,32616,1,2, ,2,3,3, ,1,1, , ,4, , ,1,1,2,2,2, , , , , ,2,1,2, , , , , ,1,2,1,1,2,2,2,2,2,4,4,2,2,4,2,1,0, , , , , , , ,5,5,4,3,2,2,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,4,1,2,1,2,1,2,2, , ,1,2, , ,2,2,1,18,6,2, ,3,1,2,1, ,3,1,7, , , ,1,1,99,3,85033,U,4,4,4,1.3191367522952
202812,2,32616,1,1, ,2,2,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,2,1,1, , , , , , ,3,1,2,1,2,2,1,1,2,1,4,1,3,2,1,2,2,1,50,1,2,2, , , , ,1,1,1,2,1,3,3,2, , , ,3,1,2,1,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,2,1,2,1,2,3, , ,2,2, , ,1,40,1,1,2,6,1,2,1, ,3,2,1, , , , ,9,4,2,37934,S,3,47,2.59375,.855377737816421
202813,2,32616,1,1, ,2,1,1,2,1,1,1,2, , , ,1,2,1,1,1,2,2,2,1,1, , , , , , ,5,1,2,2,1,1,2,2,2,2,4,1,3,2,1,4,2,1,50,1,1,1,1,5,5,5,5,1,1,4,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,2,2,2,1,3,1,1,2, , ,2,2, , ,1,72,3,2, ,6,1,2,2, ,4,2,1, , , , ,6,1, ,74136,U,3,40,1,.329784188073801
